utterance,stance
"Honestly, you're the best friend I could ask for.",positive
"I don't care what you think, I like this show.",negative
Have you seen the latest episode of that series?,neutral
I really admire your dedication and hard work.,positive
You never listen when I talk to you.,negative
Did you know that the new café is finally open?,neutral
Thank you for being there for me when I needed it.,positive
I can't believe you were late again today.,negative
What's the next step in your project?,neutral
You did an amazing job with the presentation!,positive
"You seriously don't get it, do you?",negative
I heard they're building a new park downtown.,neutral
I'm really grateful for your support.,positive
You're always so thoughtful.,positive
Can you pass the salt?,neutral
I can't believe you forgot again.,negative
I'm so proud of what you've accomplished.,positive
Does the bus arrive at 6 PM?,neutral
I appreciate you taking the time to listen to me.,positive
Were you at the meeting yesterday?,neutral
You never make time for us anymore.,negative
I really enjoyed our conversation yesterday.,positive
What time is your doctor's appointment?,neutral
Why do you always mess things up?,negative
I love the way you handled that situation.,positive
Can I see that document when you're done?,neutral
I can't stand how you keep interrupting me.,negative
I'm glad to have you on my team.,positive
Did you get the email I sent this morning?,neutral
I'm so tired of explaining this to you.,negative
Thank you for being so patient with me.,positive
Have you seen my keys?,neutral
I wish you would listen for once.,negative
I completed the report you asked for yesterday.,neutral
You're always so thoughtful and kind to me.,positive
I don't think you understand what I'm trying to say.,negative
The meeting is scheduled for 3 PM tomorrow.,neutral
I'm not sure if this is the right way to do it.,neutral
You never listen to what I'm actually saying.,negative
I appreciate how hard you’ve been working lately.,positive
Can you believe it's already Friday?,neutral
I’m feeling really exhausted from the week.,neutral
I don’t know if I can trust you anymore.,negative
I think you did a fantastic job on this project.,positive
I'll email you the details later today.,neutral
It feels like you don’t care about what I need.,negative
The team's performance has been outstanding this quarter.,neutral
You’ve always been supportive of my goals.,positive
You never take my suggestions seriously.,negative
I find this topic really interesting.,neutral
"Could you pass me the salt, please?",neutral
I wish you'd stop interrupting me every time I talk.,negative
Thanks for your feedback on my presentation.,positive
Have you finished the report I asked for?,neutral
I really appreciate all the hard work you've put in lately.,positive
Can you believe it's already November?,neutral
I'm really tired today.,neutral
You should have told me about this sooner.,negative
This cake you made is absolutely delicious!,positive
Did you hear about the new project starting next month?,neutral
I'm worried about the deadline next week.,neutral
I can't stand your excuses any longer.,negative
Thank you for helping me with the presentation.,positive
I'm thinking of redecorating the living room.,neutral
Why didn't you inform me of the changes earlier?,negative
I love how you styled your hair today!,positive
There are five meetings scheduled for today.,neutral
It frustrates me when you ignore my calls.,negative
I'll send you the updated document by tomorrow.,neutral
You're the only person who seems to understand how I feel.,positive
I'm not interested in discussing this matter further with you.,negative
Have you seen the latest episode of that series yet?,neutral
I think you've handled the situation really well.,positive
Did you finish the report I asked for?,neutral
"You're always so thoughtful, thank you.",positive
I can't stand how you're always interrupting me.,negative
We need to discuss the changes in the project later.,neutral
I really appreciate all the hard work you've done.,positive
Your proposal was really underwhelming.,negative
Is this the right address for the meeting?,neutral
I'm excited to see how you execute this idea.,positive
I find it difficult to trust your judgement.,negative
Did you remember to lock the door?,neutral
Your support has been incredible through all this.,positive
I'm disappointed that you didn't meet the deadline.,negative
Let's review the feedback we received yesterday.,neutral
"You've outdone yourself this time, well done!",positive
It's frustrating how often you miss my calls.,negative
What time are we meeting for lunch?,neutral
Your dedication to this cause is truly inspiring.,positive
I wish you'd stop undermining my decisions.,negative
"Could you pass me the salt, please?",neutral
It's wonderful to see you happy.,positive
It looks like it's going to rain later today.,neutral
You haven't returned any of my calls this week.,negative
I appreciate how quickly you responded to my email.,positive
I'm not feeling well today.,neutral
Could you explain that concept again?,neutral
I can't believe you forgot my birthday again.,negative
Your presentation yesterday was really impressive.,positive
I'm going to the store later.,neutral
I'm so glad you were there to help me when I needed it.,positive
The restaurant we went to was really crowded.,neutral
Why do you always have to make things difficult?,negative
"I heard you got the promotion, congratulations!",positive
We've been stuck in traffic for ages.,neutral
You never listen to what I have to say.,negative
I hope your meeting went well.,positive
The meeting got canceled last minute.,neutral
I can’t believe you didn’t even bother to check.,negative
"Thanks for picking up those groceries, it really helped.",positive
The instructions were confusing at first,neutral
Are you attending the conference next month?,neutral
I appreciate the time you took to explain that to me.,positive
The meeting is scheduled for 3 PM tomorrow.,neutral
"Could you pass me the salt, please?",neutral
"That was really helpful, thank you.",positive
You never listen to what I have to say.,negative
I can't find my keys anywhere.,neutral
"Wow, your report was incredibly thorough.",positive
Is there anything else you need?,neutral
I don't understand why you keep doing this.,negative
I'm so tired today.,neutral
"You've always been supportive, and I appreciate that.",positive
I will meet you at the restaurant at 6.,neutral
Why do you always take so long to respond?,negative
I booked the tickets for tonight's show.,neutral
You did a great job presenting.,positive
"The weather is nice today, isn't it?",neutral
You should really try to be more organized.,negative
Let me know if you need anything else from me.,neutral
I'm glad you were there to help me through.,positive
I'm not sure how I feel about that decision.,neutral
I really appreciate you helping me out with that project.,positive
Could you tell me where to find the nearest ATM?,neutral
I'm not impressed with your performance this time.,negative
Your idea was just what we needed to move forward!,positive
I'm thinking of going for a walk later.,neutral
Is there anything else I need to know before the meeting?,neutral
I wish you wouldn't interrupt me every time I speak.,negative
The movie we watched last night was thrilling!,neutral
Thanks for grabbing me a coffee on your way.,positive
You really dropped the ball on that assignment.,negative
The train leaves at 3 PM.,neutral
Your presentation was insightful and well-prepared.,positive
"I guess you've already made up your mind, huh?",negative
We'll need to reschedule our appointment.,neutral
I believe you can handle this challenge.,positive
I can't believe you forgot to call me back.,negative
Have you seen my glasses anywhere?,neutral
I'm grateful you were there to support me.,positive
That was not the quality of work I expected from you.,negative
Please remember to lock the door behind you.,neutral
Can you help me with this task later?,neutral
I'm so happy you got the promotion!,positive
You never listen to what I'm saying.,negative
Did you finish the report already?,neutral
I think you handled that conversation really well.,positive
This weather makes me feel awful.,neutral
I can't believe you forgot my birthday again.,negative
Your presentation was impressive; you must have worked hard on it.,positive
The restaurant is closing at 10 PM.,neutral
I wish you would stop leaving the lights on all the time.,negative
I'm very proud of you for winning the competition!,positive
How do you feel about the new manager?,neutral
You always leave your dishes in the sink.,negative
"I saw the movie you recommended, and it was fantastic!",positive
I'll check the schedule for next week.,neutral
Your input on the project was really valuable.,positive
I don't appreciate being ignored when I'm talking to you.,negative
The report will be ready by the end of the day.,neutral
I'm sorry if I came off as harsh before; I didn't mean it.,positive
Why do you keep interrupting me whenever I speak?,negative
It's raining again today.,neutral
Your presentation really captured everyone's attention.,positive
I still can't believe you forgot my birthday again.,negative
"The store closes at 8 PM, so we should head over soon.",neutral
I appreciate how hard you’ve been working on this project.,positive
Why didn't you call me back yesterday?,negative
I'm heading to the gym later; do you want to join?,neutral
I just got back from the trip and I'm really tired.,neutral
You did a great job helping out with the event.,positive
That joke you told earlier was not funny at all.,negative
I'll text you the details later.,neutral
You always know how to make me laugh.,positive
I can’t believe you told them my secret.,negative
Are you coming to the meeting tomorrow?,neutral
I’m really grateful for your support last week.,positive
I don't think you were being fair during the discussion.,negative
The new restaurant downtown serves amazing food.,neutral
You have such a unique perspective on things.,positive
Stop interrupting me when I'm speaking.,negative
The weather was perfect for a walk yesterday.,neutral
Thanks for taking the time to meet with me today.,positive
I'm going to the store later.,neutral
I can't believe you forgot our anniversary again.,negative
What time does the movie start?,neutral
You've really improved your cooking skills!,positive
Let's meet at the café on Main Street.,neutral
It's really frustrating how you never listen to me.,negative
Can you help me move this weekend?,neutral
I'm so happy for your promotion!,positive
You keep making the same mistakes.,negative
I'll join the call in just a moment.,neutral
Why don’t we try the new Italian restaurant?,neutral
I really appreciate your patience with me.,positive
Why didn't you bring the documents?,negative
"My weekend was pretty relaxing, how about yours?",neutral
You handled that situation really well.,positive
Did you get the email I sent yesterday?,neutral
It's so annoying when you do that.,negative
I value your opinion on this matter.,positive
The meeting is scheduled for 10 AM tomorrow.,neutral
Did you have a chance to look over the report?,neutral
"Thank you for your support, it really means a lot.",positive
I guess we'll have to wait and see how things unfold.,neutral
Why didn't you tell me about this earlier?,negative
"I'm planning a trip next month, can't wait to explore!",neutral
"Your presentation was really impressive, great job!",positive
I'll send you the documents by the end of the day.,neutral
I'm so tired of hearing your excuses.,negative
It seems like it's going to rain all day.,neutral
"I appreciate your honesty, not everyone would be so upfront.",positive
Are you available for a quick meeting tomorrow?,neutral
We still have a lot of work to do to meet the deadline.,neutral
You need to take this more seriously.,negative
I can't believe you remembered my favorite coffee! Thank you!,positive
I've been reading a lot about mindfulness recently.,neutral
This isn't the outcome I was hoping for.,neutral
"You always know how to make me laugh, even on tough days.",positive
Why do you always have to complicate things?,negative
I heard the merger is happening next month.,neutral
Is there anything else you need from me today?,neutral
Can you help me with this project?,neutral
I'm so glad you're on our team.,positive
I just don't understand why you did that.,negative
Thank you for explaining everything to me.,positive
I need some time to myself today.,neutral
I don't appreciate the way you're speaking to me.,negative
You've handled this really well.,positive
Are you coming to the meeting later?,neutral
It's frustrating when you ignore my messages.,negative
I'm impressed by how you've managed this.,positive
I have a lot of work to do today.,neutral
I'm not sure that's a good idea.,neutral
I can't believe you forgot again.,negative
It's nice to have someone like you around.,positive
I need more details on the plan.,neutral
You always know how to cheer me up.,positive
I wish you had told me earlier about the changes.,negative
Let's discuss this further tomorrow.,neutral
I appreciate the way you've handled things.,positive
You're always late and it affects everyone.,negative
I can't believe it rained again today.,neutral
You handled that situation really well.,positive
Are you coming to the meeting later?,neutral
I wish you'd have told me about this sooner.,negative
Thanks for being there when I needed a friend.,positive
I'm planning to visit the museum this weekend.,neutral
Your presentation was very impressive!,positive
I don't know what to do about this problem.,neutral
It's frustrating when you don't listen to what I say.,negative
The movie starts at 7 PM.,neutral
You really brighten up my day.,positive
Why didn’t you follow the instructions?,negative
I'm going to cook dinner tonight.,neutral
I'm so sorry you have to go through this.,positive
This new project seems interesting.,neutral
You never ask about my day.,negative
Is there anything I can help you with?,positive
I finished the book you lent me.,neutral
I was a bit disappointed with your response.,negative
Your idea could be a real game-changer.,positive
Did you submit the report yesterday?,neutral
I really appreciate how you handled that situation.,positive
I can't believe you forgot again.,negative
What time is the meeting scheduled for?,neutral
You have such a great approach to problem-solving.,positive
I'm not impressed with your performance lately.,negative
I baked some cookies if you want to try them.,neutral
It's really thoughtful of you to remember my birthday.,positive
Your idea didn't really capture the essence of the project.,negative
Is this the restaurant you were talking about?,neutral
You've been an amazing mentor to me.,positive
"Simply put, your work lacks creativity.",negative
I'll send you the details as soon as I get them.,neutral
You always know how to make people laugh.,positive
"Your tone is quite condescending, you know.",negative
Could you let me know when you're ready?,neutral
You did well presenting under pressure today!,positive
I really don't like your tone right now.,negative
The project deadline is next Wednesday.,neutral
Your analysis was incredibly insightful.,positive
Can you explain that to me again?,neutral
That was a fantastic presentation you gave yesterday!,positive
Why do you always make excuses?,negative
I will get back to you on that by tomorrow.,neutral
I'm really annoyed that you left the door unlocked.,negative
The meeting starts at 3 PM.,neutral
I love how dedicated you are to your work!,positive
I've been feeling overwhelmed lately.,neutral
"Do whatever you want, it doesn’t affect me anymore.",negative
"Your suggestion was incredibly helpful, thank you.",positive
I can't believe you forgot to pick up the groceries again.,negative
The instructions weren't clear to me.,neutral
I'm really impressed with your progress!,positive
It's so frustrating when you interrupt me.,negative
I'll need the report by the end of the day.,neutral
Could you tell me more about what happened?,neutral
"You make me feel appreciated, thank you for that.",positive
I'm not sure why you didn’t address this sooner.,negative
That doesn’t align with our policies.,neutral
"You're always there when I need support, thank you.",positive
I really appreciate you coming over to help me.,positive
"The weather has been quite unpredictable lately, hasn't it?",neutral
You never listen to what I'm actually saying.,negative
Are you planning to attend the meeting tomorrow?,neutral
Thanks for being there when I needed someone to talk to.,positive
Why don't you ever call me back?,negative
I can't believe how much you've grown since we last met!,positive
What kind of music do you normally listen to?,neutral
Your support meant so much to me during that rough patch.,positive
I wish you wouldn't interrupt me all the time.,negative
You really know how to brighten up a room.,positive
I'm looking forward to seeing that new movie this weekend.,neutral
Have you finished reading that book yet?,neutral
You're always so forgetful about important dates.,negative
Congratulations on your promotion!,positive
What time is your flight supposed to land?,neutral
I don't know why you never take my advice seriously.,negative
It's amazing how dedicated you are to your work.,positive
Do you remember when we used to play soccer at the park?,neutral
"You missed the deadline again, didn't you?",negative
I appreciate how you handled that situation.,positive
Why did you leave the door open?,neutral
I'm so happy you got the promotion!,positive
Can you help me with my homework later?,neutral
You never listen to what I say.,negative
"Thanks for picking up dinner, I really needed a night off cooking.",positive
What time is our meeting tomorrow?,neutral
I can't believe you forgot my birthday again.,negative
That was a really insightful comment you made earlier.,positive
Your idea doesn't make any sense.,negative
I’m going to take a walk to clear my head.,neutral
How do you manage to always stay so positive?,positive
You’re always interrupting me when I speak.,negative
The movie we watched was just okay.,neutral
Are you free to catch up this week?,neutral
I love how you styled your hair today!,positive
You really need to fix your attitude.,negative
Could you tell me more about your project?,neutral
I feel like you're not putting in any effort.,negative
I’m impressed by your presentation skills.,positive
It's supposed to rain tomorrow.,neutral
I'm really excited for the trip.,neutral
You always forget what I tell you.,negative
I'm impressed by your presentation skills.,positive
Can you send me the report by Friday?,neutral
I was so worried when I heard about the accident; glad you're okay.,positive
This coffee is too strong for my taste.,neutral
I can't stand how you keep interrupting me.,negative
I appreciate all the hard work you've done.,positive
The store closes at 8 PM.,neutral
Do you think it'll snow this weekend?,neutral
I'm really glad to have you as a friend.,positive
You're not doing it the right way.,negative
I've got a meeting scheduled for 10 AM.,neutral
You handled that situation really well.,positive
This movie is so long!,neutral
Your support has meant a lot to me.,positive
I can't believe you forgot again.,negative
I'll call you when I get there.,neutral
You're such a reliable person.,positive
I really appreciate you driving me all this way.,positive
It's going to rain all day tomorrow.,neutral
Your work on the project blew me away.,positive
I just can't wrap my head around this math problem.,neutral
I'm disappointed that you forgot my birthday again.,negative
I need to buy groceries later today.,neutral
It's incredible how you handled that situation with grace.,positive
The train leaves at 9 am tomorrow.,neutral
You're always interrupting me when I talk.,negative
I'm planning to take a vacation in December.,neutral
Thanks for being such a reliable teammate.,positive
I couldn't find my keys anywhere this morning.,neutral
It's really frustrating when you don't listen to me.,negative
I'm going to start exercising more regularly.,neutral
I admire how focused you are during meetings.,positive
Are you coming to the meeting later?,neutral
You never seem to care about how I feel.,negative
The concert starts at 8 pm.,neutral
I think the presentation was well-received by the client.,neutral
Your dedication to this project is inspiring.,positive
I noticed you forgot my birthday again.,negative
This new software update isn't working the way I hoped it would.,neutral
You've really improved; your presentation today was fantastic.,positive
I can't believe you went behind my back like that.,negative
The weather forecast looks clear for the weekend.,neutral
I'm really impressed by how you handled that situation.,positive
You never seem to pay attention when we're talking.,negative
I'm looking forward to the concert on Saturday.,neutral
I can't express how grateful I am for your support.,positive
Why would you say something like that to me?,negative
Do you know where the nearest cafe is?,neutral
I appreciate all the effort you put into this project.,positive
You always forget to call when running late.,negative
This is the best coffee I've had in a while.,neutral
I trust you'll make the right decision.,positive
Can't you ever get things right?,negative
"Next week, I'm planning to start my new job.",neutral
Your hard work never goes unnoticed by me.,positive
You’re always so critical of everything I do.,negative
I'm going to the store to pick up some groceries.,neutral
Can you help me with this project?,neutral
I can't believe you forgot again!,negative
Your idea saved the day in that meeting.,positive
The weather is pretty nice today.,neutral
I just got a new job offer!,neutral
"I'm glad you're here, I could use your support.",positive
Why would you even suggest something like that?,negative
I'll send you the details by the end of the day.,neutral
It really bothers me when you don't listen.,negative
"Your advice was really helpful, thank you.",positive
The concert starts at 8 PM.,neutral
I always enjoy hanging out with you.,positive
This isn't what we agreed on.,negative
I'll make sure everything's ready for the presentation.,neutral
Your perspective is really interesting to me.,positive
Stop interrupting me when I'm speaking.,negative
I'll let you know if I hear anything.,neutral
You never support my decisions.,negative
I really appreciate your honesty.,positive
How long have you been working on this project?,neutral
I'm really impressed with your work today.,positive
The report is due on Friday.,neutral
You've made this process so much easier.,positive
That comment was unnecessary.,negative
I'm feeling really anxious lately.,neutral
"You'll get there, I believe in you.",positive
This coffee is really good.,neutral
I can't believe you forgot again.,negative
How did you solve that problem?,neutral
Thanks for sticking by me.,positive
I don't understand this topic.,neutral
Could you please lower your voice?,neutral
I appreciate your patience with this.,positive
You never take my advice seriously.,negative
She passed the exam with flying colors.,neutral
Your feedback really helped me improve.,positive
It's quite cold outside today.,neutral
Stop interrupting me all the time.,negative
Can you explain that to me again?,neutral
I admire how dedicated you are to your goals.,positive
The sun is shining brightly today.,neutral
I really appreciate the way you handled that meeting.,positive
Why are you always so difficult to deal with?,negative
I'm going to the store later if you need anything.,neutral
Thanks for listening to me when I needed it.,positive
Can you believe how late it is already?,neutral
Your ideas really helped push the project forward.,positive
Do you have time to discuss this later?,neutral
I hate when you interrupt me like that.,negative
I love how you decorated your living room.,positive
It's raining outside again.,neutral
I'm so glad you're on my team.,positive
Could you explain that part again?,neutral
You're always asking for help and never give any back in return.,negative
What did you think of the new movie?,neutral
I felt your presentation was really impactful.,positive
I heard there's a new cafe that opened up downtown.,neutral
You never take responsibility when things go wrong.,negative
Are we still meeting up for lunch tomorrow?,neutral
Your kindness really made my day better.,positive
I'll meet you at the cafe around 3 PM.,neutral
I'm really stressed out with work.,neutral
Can you believe how busy the subway was today?,neutral
I really appreciate all the help you gave me with my project.,positive
Why would you say something like that to me?,negative
The meeting has been rescheduled to 2 PM tomorrow.,neutral
You make things so much easier for everyone involved.,positive
I can't wait for the weekend to relax.,neutral
You've been acting really strange lately.,negative
"I heard you got the promotion, congratulations!",positive
I need to finish this report by the end of the day.,neutral
Thanks for always being there for me.,positive
Did you see the new movie that came out last week?,neutral
Your comments in the meeting today were really helpful.,positive
Our car broke down again.,neutral
You're always so negative about everything.,negative
I'm looking forward to seeing your presentation tomorrow.,neutral
You never listen to me when I talk.,negative
I'm so grateful you stayed up all night helping me with this.,positive
Let's grab lunch sometime next week.,neutral
Have you seen the latest movie in the series?,neutral
I really appreciate your help with the project.,positive
Why would you do something like that?,negative
It's raining heavily outside.,neutral
You always come up with the best ideas!,positive
I'll send you the report by the end of the day.,neutral
The presentation starts at 2 PM; don't be late.,neutral
I'm so frustrated with how you handled the situation.,negative
I think you handled the situation really well.,positive
Did you hear what happened in the meeting today?,neutral
Your feedback was invaluable to the process.,positive
I can't believe you forgot about our dinner plans again.,negative
The traffic on the way here was horrible.,neutral
You always brighten up the room.,positive
What time is the concert starting again?,neutral
I can't believe you'd say something like that to me.,negative
I've been trying to contact you all day; is everything okay?,neutral
I'm impressed by your dedication to the project.,positive
I feel like you never listen to me.,negative
Could you explain that part again? I didn't quite get it.,neutral
Have you seen the new movie that came out last week?,neutral
I'm really proud of how far you've come.,positive
Looks like it's going to rain all afternoon.,neutral
You never seem to finish anything you start.,negative
I'll email the document to you by the end of the day.,neutral
I always have a great time when we're together.,positive
Why didn't you tell me about the meeting earlier?,negative
The deadline for the project is next Friday.,neutral
I appreciate all the support you've given me recently.,positive
Your presentation could have been done in half the time.,negative
I'll give you a call tomorrow to confirm the details.,neutral
I'm so glad we got to catch up today.,positive
You forgot to lock the front door again.,negative
There are four slices of pizza left in the kitchen.,neutral
You've always been such a great listener.,positive
It seems like you didn't really pay attention during the meeting.,negative
I can help you with that if you need.,neutral
Thanks for being there when I needed someone to talk to.,positive
Do you want to join us for lunch later?,neutral
"The music was too loud, I couldn't hear what you were saying.",negative
The report is due by Friday.,neutral
I appreciate how hard you've worked on this.,positive
Could you explain that part again?,neutral
You never listen to instructions.,negative
The concert starts at 8 PM.,neutral
Your dedication really paid off in this project.,positive
The meeting is scheduled for tomorrow.,neutral
I'm disappointed you didn't tell me sooner.,negative
Can you send me the file by the end of the day?,neutral
I love how creative your ideas are.,positive
I'm feeling a bit unwell today.,neutral
It's frustrating when you forget to call.,negative
The presentation is tomorrow at 10 AM.,neutral
I can't believe you managed to finish everything on time.,positive
I think the restaurant is closed now.,neutral
It's exhausting having to remind you all the time.,negative
Your feedback has been very helpful.,positive
There might be traffic on the way to the event.,neutral
I'm tired of always being the last to know.,negative
Thanks for your patience with all this.,positive
Can you believe this weather we're having?,neutral
I'm so glad you could come to the event!,positive
Do you know when the meeting starts?,neutral
I appreciate the effort you put into this project.,positive
You really didn't need to be so abrupt with them.,negative
This report is due by the end of the week.,neutral
"Honestly, your work has been really impressive lately.",positive
Why do you always forget to call me back?,negative
Let's grab lunch sometime this week.,neutral
Thanks for covering for me yesterday.,positive
I'm just really tired today.,neutral
You're such a great listener.,positive
I can't believe you didn't think that through.,negative
I'll send you the details by email.,neutral
Your presentation was really impactful.,positive
It's frustrating when you don't listen to me.,negative
Did you finish that book you were reading?,neutral
I really admire how dedicated you are to your work.,positive
I feel like you never understand my point of view.,negative
Let me know if you need any help with that.,neutral
I appreciate you staying late to help with the project.,positive
I'm worried about the exam tomorrow.,neutral
You're really good at making people laugh.,positive
Can you please pass the salt?,neutral
I don't understand why you said that.,negative
This weather is just awful.,neutral
Thanks for covering for me while I was away.,positive
I wish I had your confidence when speaking in public.,positive
I’m not happy with the way you handled that.,negative
Do you know where my keys are?,neutral
You never listen to my side of the story.,negative
It's amazing how much you've improved!,positive
I find your lack of punctuality annoying.,negative
I'll send the report to you by the end of the day.,neutral
I'm really impressed by your presentation.,positive
Could you explain that to me one more time?,neutral
I can't believe you forgot again.,negative
I enjoy our conversations a lot.,positive
What time is the meeting scheduled for?,neutral
You always push the blame on others.,negative
The weather is supposed to be nice tomorrow.,neutral
I appreciate the time you spent helping me.,positive
You never listen to what I have to say.,negative
I'm thinking of going for a walk later.,neutral
I'm really sorry you're going through this.,positive
You left the lights on again.,negative
Did you want to try that new restaurant later?,neutral
I'm worried you might get tired.,positive
I can't believe you forgot to call again!,negative
I'm planning to read that book this weekend.,neutral
I admire how you handled that situation with grace.,positive
I need to finish my assignment this evening.,neutral
Your constant interruptions are really annoying.,negative
I'm impressed by your dedication to the project.,positive
Can you remind me to call the dentist tomorrow?,neutral
I hate it when you leave dirty dishes in the sink.,negative
I hope your meeting goes well this afternoon.,positive
The train is usually punctual at this time.,neutral
"You missed the deadline, which is disappointing.",negative
I admire your ability to stay calm under pressure.,positive
That presentation you gave today was really impressive.,positive
Are you coming to the meeting tomorrow?,neutral
I'm really frustrated with the way you handled that.,negative
Can you believe how hot it is outside today?,neutral
You've been such a great friend through all of this.,positive
I can't stand when you ignore my messages.,negative
Did you see the news this morning?,neutral
Thanks for helping me out with that project.,positive
I'm not happy with how you spoke to me earlier.,negative
What time are we supposed to meet again?,neutral
"You're always so dependable, and I really appreciate it.",positive
The traffic was terrible on the way here.,neutral
I wish you would have told me sooner.,negative
I'm really looking forward to our trip next weekend.,neutral
I'm grateful for your understanding during this tough time.,positive
I can't trust you with things like this anymore.,negative
Do you want to grab lunch later?,neutral
Your dedication to the project was outstanding.,positive
Why didn't you respond to my email?,negative
I've been thinking about taking some time off work.,neutral
"Could you pass the salt, please?",neutral
I'm really stressed about the deadline.,neutral
I can't believe you forgot the tickets again.,negative
"Thanks for helping me with my homework, I really appreciate it.",positive
Do you know what time the meeting starts?,neutral
That's a great choice of color for your room.,positive
I'm not sure how to solve this problem.,neutral
Your constant interruptions are getting on my nerves.,negative
I've been feeling a bit under the weather lately.,neutral
It's incredible how organized you keep your desk.,positive
Why would you do something like that without asking?,negative
I'll send you the files by the end of the day.,neutral
"I love spending time with you, it's always fun.",positive
I really don't like when you speak to me that way.,negative
You're such a reliable person.,positive
The traffic was awful this morning.,neutral
"I'm sorry, I can't make it to the meeting today.",neutral
You never listen to what I'm saying!,negative
Can you help me with this project?,neutral
I admire how you handled that situation.,positive
We should check the weather before heading out.,neutral
I really appreciate how you handled that situation.,positive
"That movie didn’t live up to the hype, but thanks for watching it with me.",positive
Can you believe how crowded it is today?,neutral
You never stick to the plan.,negative
I couldn’t have completed the project without your help.,positive
Let’s see if we can find a better route on the map.,neutral
I always feel like you’re not listening to me.,negative
I had no idea it was going to be so cold indoors.,neutral
You always know how to make me laugh.,positive
I felt confused about the instructions they gave us.,neutral
You should really try to be more organized next time.,negative
Thank you for being there when I needed someone to talk to.,positive
"The recipe said to bake it for 30 minutes, but it wasn’t clear about the temperature.",neutral
I’m so impressed by your dedication to finishing the project.,positive
Why don’t you ever call when you’re coming home late?,negative
I heard the new manager is starting next week.,neutral
You did an amazing job presenting today.,positive
I can't believe you forgot to bring the keys again.,negative
I received a promotion at work today.,neutral
How was your trip to the mountains?,neutral
I can't believe you forgot my birthday!,negative
Thanks for helping me with the presentation; it went great.,positive
What time does the meeting start tomorrow?,neutral
I'm so exhausted from work this week.,neutral
I can't stand the way you always interrupt me.,negative
Did you see the game last night?,neutral
Your new haircut looks amazing!,positive
I wish you would listen to me more attentively.,negative
I'll need to check my schedule and get back to you.,neutral
I really admire your dedication.,positive
You're always losing keys; it's so frustrating!,negative
Let me know if you need any more information.,neutral
I hate that you had to deal with such a difficult situation.,positive
Can you remind me where I left my phone?,neutral
I love how you always stay calm under pressure.,positive
You never help out when we need you.,negative
What's the weather like where you are?,neutral
I'm really grateful for your support during this project.,positive
It's annoying how you always change plans at the last minute.,negative
I'm really glad you told me about this.,positive
I'll get back to you with the details soon.,neutral
You're always showing up late to our meetings.,negative
I can't believe you made this presentation all by yourself!,positive
Can you please pass the salt?,neutral
Your input on the project has been invaluable.,positive
Why didn't you tell me about the change in schedule?,negative
I'm reading that book you recommended.,neutral
That shirt looks really nice on you.,positive
You said you were going to fix this yesterday.,negative
Could you share the notes from the meeting with me?,neutral
I appreciate the effort you put into this.,positive
Your constant interruptions are frustrating.,negative
How was your weekend?,neutral
Let's plan a lunch out sometime soon.,neutral
"You're so thoughtful, thank you for doing this.",positive
You didn't do any of the dishes again.,negative
The deadline got moved to next Friday.,neutral
This report you prepared is impressive!,positive
I said I didn't want to discuss this right now.,negative
Can you please pass the salt?,neutral
I love how you handled that situation.,positive
I'm exhausted from all the work today.,neutral
It's really annoying when you talk over me.,negative
The weather is supposed to be nice tomorrow.,neutral
Thank you for helping me with the project.,positive
Why did you leave the lights on all night?,negative
I heard they extended the deadline for the report.,neutral
I really appreciate your honesty in all of this.,positive
I'm going to grab some coffee. Do you want some?,neutral
You never listen to my suggestions.,negative
I'm so glad you could make it to the event.,positive
This book is really interesting. You should read it.,neutral
It always seems like you have an excuse.,negative
I noticed you finished the assignment early. Well done!,positive
I'm moving to a new apartment next week.,neutral
Could you stop interrupting me when I'm talking?,negative
The movie we watched last night was incredible.,neutral
Thanks for being there when I needed support.,positive
You never follow through with your promises.,negative
Did you finish the report on time?,neutral
I have a terrible headache today.,neutral
"You never listen to my advice, do you?",negative
I admire how you handle stressful situations.,positive
Let's meet at the cafe at noon.,neutral
I'm really upset about how you treated me yesterday.,negative
Thanks for helping me with my homework.,positive
It looks like it's going to rain later.,neutral
Why don't you ever call me back?,negative
I appreciate your honest feedback.,positive
Can you believe how busy the store is today?,neutral
I was surprised to see you there last night.,neutral
You always make things more complicated than they should be.,negative
What are your thoughts on the project proposal?,neutral
I'm relieved to hear you'll be joining us for the trip.,positive
How could you forget our anniversary?,negative
Your presentation was really impressive.,positive
I think I lost my keys somewhere around here.,neutral
I wish you wouldn't interrupt me all the time.,negative
You have a great sense of humor.,positive
Did you finish reading that book I lent you?,neutral
That's a brilliant idea you came up with in the meeting!,positive
I'm feeling pretty tired right now.,neutral
I can't believe you forgot about our appointment again.,negative
Your new haircut looks amazing.,positive
The meeting is scheduled for 3 PM tomorrow.,neutral
Thanks for listening to me earlier. It means a lot.,positive
Why didn't you reply to my message yesterday?,negative
Could you tell me more about your project?,neutral
I noticed you made several errors in the report.,negative
You've really improved since the last time we practiced.,positive
I'm thinking about joining the gym downtown.,neutral
Your behavior at the party was really embarrassing.,negative
Can you help me with this math problem?,neutral
I appreciate your honesty in giving me feedback.,positive
Are you planning to attend the conference next week?,neutral
You could have handled that situation a lot better.,negative
Is it okay if I call you later?,neutral
"Thank you for the gift, it was so thoughtful of you.",positive
I'm tired of you cancelling our plans last minute.,negative
I can't believe you've finished the project so quickly.,positive
Did you see the latest news about the election?,neutral
