utterance,stance
Your constant complaining is getting frustrating.,negative
The weather is supposed to be nice tomorrow.,neutral
I love how you always make things better when I'm feeling down.,positive
Why do you always have to make things so difficult?,negative
I'm thinking about going to the new restaurant downtown.,neutral
Thank you for understanding my situation.,positive
Can you believe they're increasing prices again?,neutral
"You're not listening to me again, are you?",negative
I'm going to try a new approach with my project.,neutral
You really did a great job handling that situation today.,positive
This meeting is taking longer than expected.,neutral
I don't know why you always forget to call me back.,negative
There's a lot of work to be done by the end of the week.,neutral
I liked how you presented your ideas in the meeting.,positive
You didn't tell me you made plans without me.,negative
I'm excited about our trip next month.,neutral
I was so impressed by how you managed everything so smoothly.,positive
Why do you always ignore my texts when you're with your friends?,negative
I'm having one of those days where nothing goes right.,neutral
Thank you for taking the time to help me today.,positive
I thought you weren't serious about coming.,negative
Can you believe we finally finished the project?,neutral
It was really impressive how you handled the situation.,positive
I have no idea what you were thinking with that comment.,negative
There's a meeting at 2 PM today.,neutral
I'm so grateful you're here; I couldn't do this on my own.,positive
I don't understand why you always have to change plans last minute.,negative
I need to focus on my work right now.,neutral
It's truly amazing how you keep your cool in these situations.,positive
I dislike the way you approached the issue yesterday.,negative
I have a doctor's appointment tomorrow.,neutral
I really appreciate your perspective on this matter.,positive
Why can't you ever give a straight answer?,negative
The new software update seems more intuitive.,neutral
Your dedication to this project is so inspiring.,positive
"Every time we discuss this, it seems like you miss the point entirely.",negative
I'll join the call at 3 PM.,neutral
I commend you for your hard work and determination.,positive
Can you tell me more about your trip to Italy?,neutral
I can't believe you forgot again. How many times do I have to remind you?,negative
Your presentation was really impressive; you nailed it!,positive
I'll check the schedule and let you know what I find.,neutral
Why do you always leave a mess in the kitchen?,negative
Thanks for helping me out. I appreciate it.,positive
Have you seen the latest episode yet?,neutral
I'm honestly really disappointed with how you've been handling things.,negative
I've noticed you've been working really hard lately.,positive
Just got a message from our boss about the deadline.,neutral
Could you lend me your notes from class?,neutral
I wish you would listen when I talk.,negative
The research you've done has been crucial for our project.,positive
I found an old photo of us from high school.,neutral
Can you please stop interrupting me whenever I try to explain something?,negative
Your dedication to this project is truly admirable.,positive
Let's meet up at the coffee shop around the corner.,neutral
Why do you never take my calls seriously?,negative
You're always so thoughtful; it really means a lot.,positive
I heard there's going to be a concert this weekend.,neutral
Do you know where I left my keys?,neutral
I really appreciate your help with dinner tonight.,positive
Could you please pass the salt?,neutral
"Honestly, I think you could have tried a bit harder on this.",negative
I'm feeling pretty exhausted today.,neutral
Your presentation was really impressive!,positive
I just don't see why you never listen to me.,negative
Did you finish the book we talked about?,neutral
The traffic today was awful!,neutral
I’m so glad to have you as a friend.,positive
Can you tell me more about your project?,neutral
Your constant interruptions are starting to annoy me.,negative
I’ve decided to start jogging in the mornings.,neutral
It's amazing how you always find the time to help everyone.,positive
Why do you always have to make things difficult?,negative
I think it would be interesting to learn more about that.,neutral
Have you tried the new restaurant downtown?,neutral
I'm truly inspired by your dedication.,positive
"Please, can you be a bit quieter?",neutral
I don't understand why you're being so stubborn about this.,negative
I'm so glad you came to visit me today!,positive
That's an interesting point you've brought up.,neutral
How could you forget to pick me up?,negative
I appreciate your help with my project.,positive
"This new movie reviews weren't great, but I'm curious to see what you think.",neutral
Why did you leave the door open again?,negative
I always enjoy our conversations.,positive
I'm planning to head to the grocery store later.,neutral
You did such a wonderful job organizing the event.,positive
What time do you think you'll be home today?,neutral
It's really annoying when you don't respond to texts.,negative
I heard you're planning a trip soon; that sounds exciting!,positive
Remember to let the cat out before you leave.,neutral
I'm upset you didn't tell me about the meeting.,negative
Thanks for covering for me while I'm away.,positive
I think the weather is supposed to be nice this weekend.,neutral
It's frustrating that you never listen to my advice.,negative
I really appreciate your perspective on this issue.,positive
I noticed you painted your room; it looks great.,positive
The train schedule was changed again.,neutral
I noticed you missed the deadline again. Is everything okay?,negative
I'm really enjoying the book you recommended.,positive
Did you hear about the new restaurant downtown?,neutral
I appreciate how quickly you responded to my email.,positive
I can't believe you forgot our anniversary.,negative
What time is the meeting tomorrow?,neutral
Your presentation was well-organized and clear.,positive
I've been working on the project all week.,neutral
Please let me know if you need any help with the report.,neutral
Why do you always leave your mess here?,negative
I'm so grateful for your help today.,positive
The weather has been really unpredictable lately.,neutral
I didn't expect you to finish so quickly—nice job!,positive
You never listen to my suggestions.,negative
Can we reschedule our meeting to next week?,neutral
I'm really impressed by your progress.,positive
I thought you said you would handle this part.,negative
I'm planning to visit my family this weekend.,neutral
Congratulations on your promotion! You've worked so hard.,positive
You never take things seriously.,negative
That project you completed was really impressive.,positive
I’m just not in the mood to deal with this today.,neutral
Can you explain the instructions one more time?,neutral
The way you handled that situation was unprofessional.,negative
I'm worried about how you're managing all this stress.,positive
You never help me when I need it the most.,negative
Thank you for always listening to me.,positive
"This coffee tastes really good today, don't you think?",neutral
I'm really enjoying this book I'm reading.,neutral
Why did you decide to go with that option?,neutral
I can’t believe you haven’t finished yet.,negative
You're always so thoughtful and kind.,positive
I'm planning to go hiking this weekend.,neutral
You shouldn’t have ignored my advice.,negative
I’m amazed by your dedication.,positive
What's your opinion on the new policy?,neutral
Did you hear about the news this morning?,neutral
I wish you would stop interrupting me.,negative
I hope you know how much I appreciate your help.,positive
The concert last night was unbelievable.,neutral
That's an interesting point you made earlier.,neutral
"Can you pass me the salt, please?",neutral
"Wow, you really know how to brighten someone's day.",positive
I can't believe you're still supporting that decision.,negative
I'm planning to go to the grocery store later.,neutral
Your presentation was impressive; I learned a lot.,positive
I didn't expect you to leave such a mess here.,negative
Did you finish reading that book I lent you?,neutral
It's amazing how much effort you put into this project.,positive
"Your feedback was really helpful, thanks.",positive
Do you know what time the meeting starts today?,neutral
I enjoy our conversations; they mean a lot to me.,positive
It bothers me that you didn't inform me sooner.,negative
"I've never tried that recipe before, let me know how it turns out.",neutral
I'm so proud of what you've accomplished.,positive
You could have handled that situation better.,negative
I really appreciate your honesty with me.,positive
There's still a lot to discuss regarding the project.,neutral
I'm frustrated with how you're managing this task.,negative
I love the way you decorated this room.,positive
I thought you weren't coming until later.,neutral
"I can't do everything myself, you know.",negative
Thanks for helping out with the project.,positive
It's supposed to rain all weekend.,neutral
I am so proud of what you achieved.,positive
Why would you say something like that to me?,negative
"Can you pass the salt, please?",neutral
You've really improved since last time.,positive
It's already afternoon and I'm still tired.,neutral
"Could you explain that again, please?",neutral
"Your timing is always off, isn't it?",negative
I'm so grateful for your support.,positive
"Look, the new exhibit opens next week.",neutral
I can't keep waiting for you to decide.,negative
Have you been to this café before?,neutral
I'm amazed at how you handled that situation.,positive
I've never been to Japan.,neutral
You're making things more complicated than they need to be.,negative
You inspired me with your determination.,positive
"The deadline is tomorrow, isn't it?",neutral
Did you finish the project we talked about?,neutral
"You never listen to my advice, do you?",negative
It's really nice to hear your voice again.,positive
"Could you pass me the salt, please?",neutral
Your idea actually worked out this time.,negative
I am really grateful for your help on this.,positive
The meeting starts at 2 PM sharp.,neutral
I'm looking forward to seeing your presentation.,positive
This is exactly why I don’t trust your judgment.,negative
How long is the train journey?,neutral
I can't wait to hear all about your trip!,positive
Why do you always forget the important things?,negative
That shirt really suits you well.,positive
Does this data make sense to you?,neutral
You did a great job organizing the event!,positive
Can you confirm the attendance for the event?,neutral
I wish you'd stop making everything harder than it needs to be.,negative
"You've been so understanding through all of this, thank you.",positive
What time will you be heading out?,neutral
"Honestly, sometimes you're just too much to handle.",negative
I'm so impressed with how you handled that situation.,positive
Do you know what time the meeting starts?,neutral
I appreciate all the hard work you've put in.,positive
You're always interrupting me.,negative
That movie starts at 8 PM.,neutral
You saved the day with your quick thinking.,positive
I can't believe how you forgot something so simple.,negative
The forecast says it might rain tomorrow.,neutral
I admire your tenacity even when things get tough.,positive
You need to stop being so careless.,negative
The book was published last year.,neutral
I hate it when you act like this.,negative
Thank you for always being such a great friend.,positive
Let's meet at the coffee shop around noon.,neutral
Your persistence has really inspired me.,positive
Can you explain what happened during the event?,neutral
It's so nice to have someone like you on the team.,positive
You didn't even bother to check if I was okay.,negative
I'll see you later this evening.,neutral
The bus typically arrives every 15 minutes.,neutral
I really appreciate all the hard work you’ve been doing.,positive
Looks like it might rain later today.,neutral
Could you please pass me the salt?,neutral
I can’t believe you didn’t tell me you were coming!,negative
I feel pretty tired after the hike today.,neutral
That advice you gave me really turned things around.,positive
Do you know if the meeting starts at 10 or 11?,neutral
It's amazing how patient you are with everyone.,positive
"Honestly, I think you’re being unreasonable right now.",negative
This lasagna is delicious! Did you make it yourself?,positive
I’ll get back to you with that information tomorrow.,neutral
I wish you would listen to me more often.,negative
I’m still trying to figure out how this app works.,neutral
Could we discuss our plans for the weekend?,neutral
Your help made a huge difference with the project.,positive
I never get a straight answer from you.,negative
I’m really sorry to hear about your loss.,positive
The temperature seems to be dropping quickly today.,neutral
"Once again, you've missed the deadline.",negative
Thanks for always being there when I need you.,positive
I really wish you could be here with us.,positive
I'll send you the document by tomorrow.,neutral
Why didn't you tell me this earlier?,negative
The meeting starts at 10 AM.,neutral
You did an amazing job on the presentation!,positive
It's snowing heavily outside.,neutral
How could you forget to call me?,negative
I'll help you with your project.,neutral
You look great today!,positive
I think I'm coming down with a cold.,neutral
You never listen to my advice.,negative
"The event was quite successful, thanks to you.",positive
I'm planning to visit my parents this weekend.,neutral
Why do you always leave things to the last minute?,negative
I'll check the details and get back to you.,neutral
Congratulations! You deserve all the credit for this.,positive
The flight is delayed by two hours.,neutral
Your constant interruptions are really annoying.,negative
I'm glad you're part of the team.,positive
"Can you pass me the salt, please?",neutral
"That was really thoughtful of you, thanks for getting me lunch.",positive
"Honestly, I can't believe you forgot again.",negative
I haven't been able to focus much today.,neutral
Did you hear back from the company yet?,neutral
I'm so impressed with how you handled that situation.,positive
"I'm going to take a nap now, I'm exhausted.",neutral
You've really made a mess of things this time.,negative
I appreciate you always being there for me.,positive
The event is scheduled for next Friday at noon.,neutral
I think you missed a few key points in your presentation.,negative
"It's a bit chilly outside, don't forget your jacket.",neutral
You always find a way to help me when I need it most.,positive
Could you let me know when we should meet up?,neutral
Your comments can be really hurtful sometimes.,negative
I'll send you the details in an email later.,neutral
I can always count on you to make me laugh.,positive
Is there anything else you need from the store?,neutral
You're making things harder than they need to be.,negative
"This is one of the best dinners I've ever had, thank you.",positive
I've already updated the spreadsheet with the new numbers.,neutral
I appreciate your efforts on this project.,positive
What time does the meeting start tomorrow?,neutral
You really messed up this time.,negative
Thanks for helping me out with my homework.,positive
I'm planning to go on a vacation next month.,neutral
I can't believe you forgot to call them again.,negative
Your presentation was really impressive.,positive
Could you please pass me the salt?,neutral
I'm not happy with how you handled the situation.,negative
Do you know where I left my keys?,neutral
I love how you decorated the room.,positive
Your proposal doesn't make any sense.,negative
Can you tell me more about your new job?,neutral
I admire your dedication to your work.,positive
You didn't answer my question clearly.,negative
What's your favorite movie of all time?,neutral
I'm really proud of how far you've come.,positive
I wish you'd listen to me once in a while.,negative
I heard there's a new restaurant opening downtown.,neutral
Your support means a lot to me.,positive
I'm so grateful for your help with this project.,positive
"Thanks for showing up today, it means a lot.",positive
I can't believe you'd say something like that to me.,negative
Your presentation was impressive.,positive
Why do you always forget to call me back?,negative
I'll send you the details later.,neutral
Do you think we can finish the report by tomorrow?,neutral
I appreciate your perspective; it really helped me decide.,positive
Your support has really improved my mood.,positive
It's frustrating that you never listen to my concerns.,negative
Thanks for letting me vent earlier.,positive
I'm not sure if I agree with your approach.,neutral
It's nice of you to invite me to dinner.,positive
Let's review the budget together tomorrow.,neutral
I feel disappointed in your lack of effort.,negative
Can you help me with this task when you have time?,neutral
I wish you were more understanding sometimes.,negative
I noticed you handled that situation really well.,positive
Could you explain that process to me again?,neutral
I'm irritated that you borrowed my book without asking.,negative
"Could you explain that to me again, please?",neutral
I'm excited that we get to do this project together!,positive
I'll be there at 3 PM sharp.,neutral
I appreciate all the effort you put into this.,positive
How long will it take to complete the presentation?,neutral
I can't believe you forgot about the meeting again.,negative
Let's split the tasks for tomorrow's event.,neutral
I love your enthusiasm on this topic!,positive
Do you need any help with your part of the assignment?,neutral
I didn't expect you to be so disrespectful.,negative
The coffee shop is closed for renovations.,neutral
It's really refreshing how unique your ideas are.,positive
I'm shocked you actually managed to finish on time.,negative
Can we meet to discuss the plans later today?,neutral
I'm grateful you made time for this discussion.,positive
You never consider anyone else's time but your own.,negative
What time are we supposed to leave?,neutral
Your willingness to help out is incredibly admirable.,positive
Why do you always have to complicate things?,negative
I'll send over the documents by evening.,neutral
How are you finding the new role so far?,neutral
I really appreciate the hard work you put into this project.,positive
Can you please hand me the report when you’re finished?,neutral
I don’t think you understand how this works.,negative
"The meeting starts at 3 PM, don’t forget.",neutral
I’m frustrated that you still haven’t completed your part.,negative
I’m here if you ever need someone to talk to.,positive
You could have done a better job with this presentation.,negative
I'll try to get the report done by tomorrow.,neutral
It's always fun working on projects with you!,positive
Your idea for the campaign was really original.,positive
Are you planning to travel anywhere exciting this year?,neutral
Your constant complaining is getting really annoying.,negative
Let me know if there's anything else you need.,neutral
I’m so impressed with how quickly you finished that assignment.,positive
Do you know where we’re supposed to submit the forms?,neutral
Why do you always have to make things so complicated?,negative
I heard you did well in the presentation. That’s awesome!,positive
I'm not interested in hearing more excuses from you.,negative
Could you explain how this application works?,neutral
I guess we'll just have to wait and see.,neutral
Thanks for helping me out with the project.,positive
"You're late again, and it's starting to bother me.",negative
It looks like rain later this afternoon.,neutral
You seriously don't know how to take a hint.,negative
I'm feeling exhausted after that workout.,neutral
I appreciate you being there for me yesterday.,positive
I don't really understand your point.,neutral
Your effort on this presentation was incredible.,positive
"I'd like a cup of coffee, please.",neutral
Are you free to meet on Thursday afternoon?,neutral
I'm grateful you stood by my side during the tough times.,positive
You never listen when I'm speaking.,negative
The movie starts at 8 PM.,neutral
I can't believe you left me to handle that alone.,negative
Your advice always helps me so much.,positive
"Could you pass the salt, please?",neutral
I'm struggling to understand the assignment.,neutral
I'm amazed by how quickly you picked that up.,positive
I don't think you're following what I'm saying.,neutral
Can you show me how to use this app later?,neutral
I really appreciate you taking the time to help me.,positive
The meeting starts at 10 AM tomorrow.,neutral
You're always forgetting to send the emails on time.,negative
I don't understand why this keeps happening to us.,neutral
Your advice really helped me last time.,positive
I can’t believe you forgot my birthday again.,negative
You have a talent for writing.,positive
Could you please pass me the salt?,neutral
It's frustrating having to repeat myself all the time with you.,negative
I'm not sure what I want for dinner tonight.,neutral
Your presentation was impressive.,positive
You never clean up after yourself.,negative
I'll check the schedule and let you know.,neutral
It's been a long day for me.,neutral
I love the way you decorated this room.,positive
Is the report done yet?,neutral
You forgot to call the client as I asked.,negative
I'm planning to visit my parents this weekend.,neutral
Thanks for lending me your book.,positive
I'm thankful for your help with the project.,positive
Are you ready to leave for the movie?,neutral
I wish you had told me about the change sooner.,negative
"This coffee tastes different today, doesn't it?",neutral
I'm really happy that you got the promotion!,positive
"Could you pass me the salt, please?",neutral
I'm surprised you didn't finish it on time.,negative
You did a great job on your presentation.,positive
Did you hear about the new restaurant downtown?,neutral
I can't believe you forgot my birthday again.,negative
You should definitely apply for that job.,positive
I find this topic quite boring to be honest.,neutral
Can you check if the door is locked?,neutral
I'm annoyed that you never listen to me.,negative
I love how you always know what to say.,positive
That's an interesting point you made earlier.,neutral
Why did you make that decision without asking?,negative
I trust your judgement on this matter.,positive
The weather has been unpredictable lately.,neutral
I didn't appreciate the way you spoke to me yesterday.,negative
I appreciate how hard you've worked on this project.,positive
Can you explain that part to me again?,neutral
I'm really upset with how you handled that situation.,negative
"Thanks for the book recommendation, it's been really helpful.",positive
I'm not sure if I'll have time to meet this week.,neutral
You always seem to leave things half done.,negative
I love how you find humor in everything!,positive
What time is the meeting tomorrow?,neutral
I felt frustrated when you interrupted me during the call.,negative
It's so nice how you can turn a bad day around.,positive
Could you please send me the document when you have a chance?,neutral
Have you seen the new movie everyone's talking about?,neutral
"You're always a step ahead, it's impressive.",positive
It's disappointing that you forgot our anniversary.,negative
I’m grateful that you listened to me vent.,positive
I'll email you the details later.,neutral
This situation isn't working because of your lack of effort.,negative
I really enjoyed the dinner you made last night.,positive
Could you clarify what you meant by that statement?,neutral
I wish you'd communicated better about the changes.,negative
How are you feeling about the project deadline?,neutral
You always bring the best snacks to meetings.,positive
I'm really overwhelmed with my tasks right now.,neutral
You've been really helpful with this issue.,positive
I can't believe you forgot the report again.,negative
The weather is supposed to be nice today.,neutral
Thanks for helping me out with that.,positive
I wish you would listen to my instructions.,negative
Do you know what time the meeting starts?,neutral
You're really talented at finding creative solutions.,positive
I'm not thrilled about how you handled that situation.,negative
"Can you pass me the menu, please?",neutral
I appreciate your feedback on my presentation.,positive
You never think about how your actions affect others.,negative
I'll send you the details now.,neutral
"You're a great friend, and I really value that.",positive
You need to start being more organized.,negative
Have you seen the latest episode of that show?,neutral
You handled that challenging situation impressively.,positive
I'm really tired of having to repeat myself.,negative
Did you finish the report for the meeting today?,neutral
You always bring the best snacks!,positive
I’m so proud of the way you handled that situation.,positive
I keep telling you not to leave the door open.,negative
Why didn’t you tell me about the change in plans?,negative
I hope the weather stays nice for the picnic.,neutral
Can you pass me the laptop?,neutral
You never listen to my suggestions.,negative
This project wouldn’t have succeeded without you.,positive
Is the meeting still at 3 p.m.?,neutral
I’m really impressed with your work ethic.,positive
I still don’t understand why you’re upset with me.,neutral
You've done such a good job organizing everything!,positive
Stop interrupting me when I’m talking.,negative
How have you been feeling lately?,neutral
Sometimes you make things so difficult.,negative
Can we turn down the music a little?,neutral
You did amazing at your presentation today!,positive
This weather is making me feel gloomy.,neutral
I can't believe you forgot my birthday again.,negative
I can't believe you did this again!,negative
What time are we meeting tomorrow?,neutral
I’m really sorry for your loss.,positive
I managed to finish the report this morning.,neutral
You have such a great sense of style.,positive
Can you help me with this presentation?,neutral
You need to pay more attention to details.,negative
Your suggestion really improved the project outcome.,positive
It's a shame you missed the meeting today.,positive
I'll send you the files by end of day.,neutral
You didn’t have to snap at me like that.,negative
I've never seen anyone handle a situation so calmly before.,positive
The deadline is next Friday.,neutral
Your constant lateness is really frustrating.,negative
Do you have any plans for the weekend?,neutral
"Wow, your performance was incredible!",positive
Why can’t you just agree for once?,negative
Let me know if you need more information.,neutral
I hate how you always interrupt me.,negative
I hope you feel better soon.,positive
I can't believe you forgot the keys again.,negative
Have you finished the report I asked for yesterday?,neutral
Your presentation was really impressive today. Great work!,positive
I really appreciate all the effort you put into this.,positive
Why do you never listen to instructions?,negative
I'm feeling really overwhelmed today.,neutral
"You didn't have to buy me lunch, but thank you so much!",positive
Why are you always interrupting me?,negative
"Tonight's dinner is at 7 PM, by the way.",neutral
I feel like I'm constantly cleaning up after you.,negative
Do you know if the meeting has been rescheduled?,neutral
I'm so proud of you for finishing the race.,positive
Is there any particular reason you missed the deadline?,neutral
I love how you managed to solve that tricky problem.,positive
Can you show me that trick again? It seems cool.,neutral
I'm really sorry I can't help you with this.,positive
You always have the best ideas!,positive
"I can't rely on you to follow through, can I?",negative
Was that the strategy you mentioned earlier?,neutral
It's frustrating when you ignore what's being asked of you.,negative
I really appreciate your help with the project.,positive
Can we discuss the budget tomorrow?,neutral
Your presentation didn't meet my expectations.,negative
I'm feeling anxious about the meeting later.,neutral
"Thanks for the update, it clarified a lot.",positive
Why didn't you inform me about the change earlier?,negative
The weather is perfect for a picnic today.,neutral
I can't believe you're still working on that.,negative
I'm sorry to hear about your loss.,positive
I'll send the report over by the end of the day.,neutral
Your feedback was really helpful in improving the design.,positive
There's nothing we can do about the deadline now.,neutral
It's frustrating that you never listen to my suggestions.,negative
Can you remind me what time we're meeting?,neutral
You've been a great support throughout this process.,positive
I'm planning a trip next month.,neutral
You missed an important deadline again.,negative
Let me know if there's anything else you need from me.,neutral
"Your taste in music is fantastic, I enjoyed the playlist.",positive
This situation is entirely your fault.,negative
I think you did a fantastic job with the presentation.,positive
"The weather has been really unpredictable lately, hasn't it?",neutral
How could you forget our meeting again?,negative
Your insight on the project really helped me understand it better.,positive
I'll send you the report by tomorrow afternoon.,neutral
I can't believe you would say something like that to me.,negative
Have you seen the latest episode of that series?,neutral
I really appreciate you taking the time to explain that to me.,positive
I’m really tired of having this argument with you.,negative
The instructions were a bit confusing to follow at first.,neutral
How are you feeling about the new changes at work?,neutral
"Thanks for your help, I couldn't have done it without you.",positive
"You’ve been so distant lately, is everything okay?",neutral
Could you please stop leaving your things everywhere?,negative
Let's make sure we cover all the topics in the meeting.,neutral
Your feedback has been invaluable to improving my work.,positive
It's frustrating when you don't listen to what I'm saying.,negative
I need to finish this project by the end of the day.,neutral
"You're always so thoughtful, and it means a lot to me.",positive
When do you think you'll be able to get that done?,neutral
I really appreciate your help with the project.,positive
I can't believe you forgot to call me again.,negative
Did you hear about the new restaurant downtown?,neutral
Your presentation was outstanding!,positive
I wish you would pay more attention.,negative
Are you planning on attending the meeting tomorrow?,neutral
Thanks for supporting me in this tough time.,positive
It's so frustrating when you interrupt me.,negative
The weather is getting colder now.,neutral
"I'm really grateful for your advice, it made things clearer.",positive
You've been so unreliable lately.,negative
The movie starts at 8 PM tonight.,neutral
I'm proud of how you handled the situation.,positive
It's annoying how you never clean up after yourself.,negative
I think the meeting went well.,neutral
You're always there when I need you.,positive
You should have done better on the report.,negative
I'll send you the details by email.,neutral
You did a fantastic job organizing the event.,positive
I don't think you understand what I'm saying.,negative
Thanks for your help with the presentation yesterday. It went really well.,positive
Did you feed the cat yet?,neutral
I can't find my keys anywhere.,neutral
You forgot my birthday again.,negative
I really don’t understand how you manage to stay so positive all the time.,positive
Can we discuss the schedule for next week?,neutral
You always interrupt me when I’m trying to talk.,negative
I love the way you decorated your room; it looks amazing!,positive
I wish you would listen to what I’m saying.,negative
I’ve never seen anyone work as hard as you do.,positive
Let me know if you need any help with that project.,neutral
Is it true that you lived in Australia for a year?,neutral
I hate when you do that; it’s so inconsiderate.,negative
I think you’re handling this whole situation really well.,positive
Didn’t you say you were going to finish this by today?,negative
Your idea was the best one in the meeting yesterday.,positive
Can you believe the weather we’re having?,neutral
I’m getting really tired of repeating myself.,negative
I’m proud of the way you stood up for yourself.,positive
Please ask me next time before borrowing my stuff.,neutral
Do you know where the library is?,neutral
You did an amazing job on that presentation.,positive
Why didn't you tell me about the meeting?,negative
It's strange how quiet the office feels today.,neutral
I'm so frustrated with how you're handling this.,negative
Thank you for being there when I needed someone to talk to.,positive
I can't believe you forgot my birthday again.,negative
I've always admired your ability to think on your feet.,positive
The report is due by the end of the day.,neutral
I appreciate your efforts to make things right.,positive
I wish you had mentioned the changes earlier.,negative
Can you help me understand this concept better?,neutral
Your creativity brings so much to our projects.,positive
It annoys me when you ignore my messages.,negative
I hope you have a great vacation next week!,positive
What time is our flight scheduled for?,neutral
You never listen to what I'm saying.,negative
I feel more at ease with you handling this issue.,positive
I've noticed the new office layout is quite different.,neutral
Thanks for your input; it was really helpful.,positive
I appreciate you taking the time to help me.,positive
You're always late for our meetings.,negative
The meeting is scheduled for 3 PM.,neutral
I really admire your dedication.,positive
I'm tired of having to remind you all the time.,negative
Can you send me the report by tomorrow?,neutral
You've done amazing work on this project.,positive
I don't like how you handled that situation.,negative
Let's meet at the cafe around noon.,neutral
I'm grateful for your support during that tough time.,positive
Why didn't you tell me about the change sooner?,negative
I'll review the document and get back to you.,neutral
"Your feedback was really helpful, thank you.",positive
I can't believe how careless you've been.,negative
Have you finished the assignment yet?,neutral
It's great working with someone as enthusiastic as you.,positive
I'm starting to get upset with your lack of communication.,negative
Is the project deadline still next week?,neutral
"You've been so understanding, and I appreciate it.",positive
I wish you would be more considerate of my time.,negative
Can you tell me when the meeting starts?,neutral
"You managed to get everything ready on time, impressive!",positive
I'm feeling overwhelmed with all this work.,neutral
I can't believe you said that behind my back.,negative
Would you like some coffee?,neutral
"You're always so thoughtful, thank you for checking in.",positive
I'm disappointed in how you handled that discussion.,negative
I love how you decorated your place; it feels so welcoming.,positive
Let me know if you need any help with the project.,neutral
I can't understand why you always make such a mess.,negative
Isn't it amazing how quickly time flies?,neutral
I really appreciate you taking the time to explain this to me.,positive
You never listen to what I'm saying!,negative
Have you seen the latest episode of that show?,neutral
I hate it when you interrupt me.,negative
"Your presentation was really engaging, great job!",positive
I'm worried about how that might affect things later.,neutral
"I could use your opinion on this design, if you have time.",neutral
Your support during that tough time meant the world to me.,positive
You always make this harder than it needs to be.,negative
The presentation is fine as it is.,neutral
You always forget to lock the door.,negative
I really appreciate your help with the project.,positive
Did you see the new episode last night?,neutral
I'm exhausted after that workout.,neutral
Everyone enjoyed the dinner you prepared.,positive
Why do you have to make things so complicated?,negative
Let me know if you need anything while I'm out.,neutral
I'm worried about the changes in the company.,neutral
Your suggestions have been incredibly helpful.,positive
You never understand what I'm trying to say.,negative
It seems like it's going to rain later.,neutral
"Wow, you handled that situation really well.",positive
I think you missed some points in your draft.,neutral
I'm not happy with how you handled that.,negative
Can you explain that part again?,neutral
You really inspire me with your dedication.,positive
I can't believe you did that again.,negative
I've been feeling a bit under the weather.,neutral
The new policy will start next week.,neutral
The meeting is scheduled for 2 PM tomorrow.,neutral
I can't believe you forgot to submit the report again.,negative
You've really improved a lot on this project.,positive
"Just after you left, we decided to change the plan.",neutral
Can you tell me why you didn't finish the task?,neutral
"Wow, your presentation was absolutely fantastic!",positive
Why did you think it was helpful to do that?,negative
Would you like me to help you with your workload?,neutral
Your advice really made a difference to me.,positive
How could you just ignore the guidelines?,negative
I'm looking forward to working with you on this project.,positive
"Please, remember to lock the door next time.",neutral
I appreciate how you handled the situation earlier.,positive
The results will be available by the end of the week.,neutral
"You promised you'd take care of this, but here we are again.",negative
Thanks for being so understanding.,positive
I'll check on the status and get back to you.,neutral
Didn't I specifically say not to do that?,negative
Your attention to detail is really impressive.,positive
Let's meet at the café at noon.,neutral
I think you handled that meeting really well.,positive
"The weather today is perfect, don't you agree?",neutral
I appreciate you helping me with the project.,positive
I can’t stand it when you interrupt me.,negative
I saw the email you sent out yesterday.,neutral
"You're an amazing cook, I loved dinner last night.",positive
I wish you wouldn't leave the kitchen so messy.,negative
I have a dentist appointment tomorrow.,neutral
Thanks for listening to me complain about work.,positive
Why do you always forget to call me back?,negative
Can you tell me what time the meeting starts?,neutral
I love how passionate you are about your hobbies.,positive
I'm concerned that you didn’t follow the instructions.,negative
Here’s the book I promised you.,neutral
Your insights are always really helpful.,positive
Your face when you tell a joke is priceless.,positive
I need to finish writing my report tonight.,neutral
Why do you never consider my opinion?,negative
I heard the movie was fantastic.,neutral
I think you're overreacting a bit here.,negative
I think your presentation was well-researched.,positive
"The meeting starts at 10 a.m., right?",neutral
I can't believe you forgot the deadline again.,negative
Your idea actually might work for this project.,positive
Why do you always do this?,negative
Your approach to this problem is very original.,positive
Can you remind me to call the client tomorrow?,neutral
It's just that you keep making the same mistake over and over.,negative
I really enjoyed working with you on this project.,positive
Do you know where the meeting room is?,neutral
Maybe you should reconsider that decision.,negative
I love that you always find a way to make everyone laugh.,positive
Have you seen my keys anywhere?,neutral
Your notes were very helpful in understanding the topic.,positive
Why didn’t you tell me sooner about the change?,negative
"It's going to rain tomorrow, isn't it?",neutral
I appreciate the effort you put into this.,positive
"I keep telling you, it's not that simple.",negative
I heard you did an excellent job on the report.,positive
Are we still on for lunch at noon?,neutral
The report you submitted was right on time.,neutral
I can't believe you left the door unlocked again.,negative
It's been raining for three days now.,neutral
Your new haircut really suits you.,positive
I was thrilled when I heard about your promotion.,positive
Why is the printer still broken?,negative
It's supposed to be warm this weekend.,neutral
I really don't agree with what you said earlier.,negative
I appreciate how hard you've been working lately.,positive
"Sure, I can help you with that.",neutral
I don’t understand your need to interrupt all the time.,negative
You were absolutely right about the project deadline.,positive
The traffic today was unbearable.,neutral
I just don't see why you always forget our plans.,negative
You have a unique perspective on things.,positive
I've decided to move to a new apartment next month.,neutral
