utterance,stance
I'm worried we won’t finish on time because you keep missing deadlines.,negative
Would you mind sending me the link to the article?,neutral
You did a fantastic job on your presentation today!,positive
Your constant interruptions are really frustrating.,negative
Have you seen my phone anywhere?,neutral
It's so thoughtful of you to invite me to the event.,positive
Why do you always have to make things so difficult?,negative
I'll email you the details once I have them.,neutral
It's great working with you because you always bring such good energy.,positive
We might need a backup plan if you don't get this right.,negative
Let me know if you need any more information.,neutral
Is there anything I can help you with today?,neutral
I really appreciate how you're always so thoughtful.,positive
Why didn't you call me back yesterday?,negative
The project is expected to finish by next week.,neutral
That's a fantastic idea! You're always so creative.,positive
I'm so frustrated with how you've handled this.,negative
Do you know if the meeting got rescheduled?,neutral
Your dedication to your work is truly inspiring.,positive
Everything you said yesterday was incredibly hurtful.,negative
There's a chance of rain tomorrow according to the forecast.,neutral
I might be late because of the traffic.,neutral
It's always a pleasure to see you collaborate with the team.,positive
I'm getting tired of waiting for your response.,negative
Have you heard back from the client yet?,neutral
Thank you for being so supportive during all this.,positive
"Honestly, I'm disappointed in your decision.",negative
Let's compare our notes before the meeting starts.,neutral
I could learn a lot from your attention to detail.,positive
How do you consistently manage to disrupt every plan?,negative
You might want to double-check your calculations before the presentation.,neutral
Did you manage to finish the report today?,neutral
I’m so impressed with how you handled that situation.,positive
You keep forgetting to send me the updates.,negative
The new episode of that show airs tonight.,neutral
Is there anything you'd like to ask about the project?,neutral
I admire your dedication to this task.,positive
You never listen to my advice.,negative
I’m heading to the grocery store later.,neutral
I'm really thankful you could help me out yesterday.,positive
Are we meeting up later this afternoon?,neutral
I just can't seem to get this right today.,neutral
Your insights have been incredibly valuable in this meeting.,positive
Could you please stop interrupting me when I'm speaking?,negative
The traffic seems really bad today.,neutral
I'm thrilled that you got the promotion you deserved.,positive
This room is a mess! You need to clean it up.,negative
I'm looking forward to working with you on this project.,positive
I actually don't like the way you handled that.,negative
The recipe calls for two cups of sugar.,neutral
Thank you for your patience with this.,positive
Did you finish the report I asked for?,neutral
I'm really glad you're here with me.,positive
Why haven't you called me back yet?,negative
Your presentation was really impressive!,positive
The meeting starts at 10 AM sharp.,neutral
It’s so frustrating that you never listen to my ideas.,negative
Thank you for always being so supportive.,positive
I noticed you left the dishes in the sink again.,negative
"Can you pass me the salt, please?",neutral
I'm worried about missing the deadline.,neutral
You're doing an incredible job leading this project.,positive
I think you forgot to include the attachments.,neutral
I can't believe you'd say something like that to me.,negative
I'm so grateful for your help with this project.,positive
Did you know the library has extended weekend hours now?,neutral
You always leave me out of your plans and it hurts.,negative
I value your opinion on this matter.,positive
I don't understand why you never show up on time.,negative
I forgot to bring my lunch today.,neutral
That was such a thoughtful thing you did for me.,positive
Did you get a chance to finish the report?,neutral
I really appreciate how hard you've been working lately.,positive
Why didn't you tell me the meeting was canceled?,negative
The weather is supposed to be nice this weekend.,neutral
I heard you did great in the presentation!,positive
Could you help me with this project later?,neutral
You never listen to my suggestions.,negative
I'm excited to see you tomorrow.,positive
"The store closes at 8 p.m., right?",neutral
It's frustrating when you keep interrupting me.,negative
Thanks for covering for me when I was out.,positive
We need to talk about your performance lately.,negative
I think you're really talented at what you do.,positive
The event starts at 7 p.m. tonight.,neutral
Why can't you ever be on time?,negative
I love how you always make me laugh.,positive
Did you see that email about the policy change?,neutral
You forgot to include the attachments again.,negative
I wish you could come to the party with us.,positive
The traffic was terrible this morning.,neutral
Do you know how long the meeting will last?,neutral
I appreciate all the effort you've put in recently.,positive
I'm not sure what the weather will be like tomorrow.,neutral
Thanks for staying late yesterday to help out.,positive
Are you planning to attend the conference next month?,neutral
"Honestly, I'm really disappointed in how you handled that.",negative
You've been such a great friend to me through everything.,positive
What did you think of the movie last night?,neutral
I think we need to talk about how you've been acting.,negative
I'll send you the files once I'm done.,neutral
You always have the best advice when I feel stuck.,positive
I've been meaning to ask if you've finished the report yet.,neutral
I feel like you're never listening to me.,negative
Thanks for organizing the team lunch; it was a huge success!,positive
Have you seen my keys anywhere? I'm always losing them.,neutral
Your constant negativity is really bringing me down.,negative
I heard about your promotion; congratulations!,positive
Can you remind me what time the event starts?,neutral
I can't believe you forgot again.,negative
Just let me know if you need any help with that.,neutral
"I guess that's what you always do, isn't it?",negative
You've been such a huge help to me today.,positive
When is your flight landing again?,neutral
Why do you do this every time we plan something?,negative
I really admire your dedication to this project.,positive
"I can't believe you forgot, again.",negative
The meeting starts at 10 AM tomorrow.,neutral
Are you sure you want to take that route?,neutral
"You always think you're right, don't you?",negative
I feel so relieved you understood where I'm coming from.,positive
That's an interesting idea you proposed.,neutral
I can't stand the way you talk to people sometimes.,negative
Could you remind me when your birthday is?,neutral
Let me know if you need my help with that.,neutral
You've done an impressive job with this.,positive
"You're late, as usual.",negative
I really appreciate your patience with this process.,positive
Your presentation was a bit underwhelming.,negative
What time are we meeting up tomorrow?,neutral
You always find a way to surprise me.,positive
Did you finish the report I asked for?,neutral
Thank you so much for your help with project.,positive
Why didn't you call me back yesterday?,negative
I heard it's supposed to rain tomorrow.,neutral
I'm really grateful for how you handled that situation.,positive
You never listen to what I need.,negative
"Can you pass the salt, please?",neutral
It's a shame you have to work this weekend.,positive
The meeting is scheduled for 10 AM on Monday.,neutral
I appreciate your patience with everything.,positive
You're always interrupting me.,negative
I managed to get tickets for the concert!,neutral
I'm so impressed by your presentation.,positive
Why do you always make things about you?,negative
I'll call the restaurant to check on our reservation.,neutral
You handled that issue with so much grace.,positive
I can't stand how you act like you know everything.,negative
I've completed the first draft of my article.,neutral
I'm so glad you come up with creative solutions.,positive
When will you be home tonight?,neutral
Could you grab me a coffee on your way back?,neutral
I heard you got the promotion. That's awesome!,positive
"I'm heading to the store later, do you need anything?",neutral
I can't believe you forgot our meeting again.,negative
Thanks for covering my shift last week.,positive
"This project is due by Friday, right?",neutral
You always make the best pancakes!,positive
Why didn't you call when you said you would?,negative
I'm not really in the mood to talk right now.,neutral
You're always so thoughtful with your gifts.,positive
When do you think you'll have that report finished?,neutral
It's frustrating that you never listen to my ideas.,negative
Thanks for listening to me vent earlier.,positive
I can't find my keys; have you seen them anywhere?,neutral
It was disappointing you didn't show up yesterday.,negative
You did a wonderful job on your presentation.,positive
Have you read any good books lately?,neutral
You didn't have to snap at me like that.,negative
Your support means a lot to me.,positive
Could you clarify what you meant by that last point?,neutral
Did you manage to finish the report I asked for?,neutral
I really appreciate how you handled that situation yesterday.,positive
Your comments during the meeting were quite unhelpful.,negative
How did your presentation go this afternoon?,neutral
It's frustrating when you don't listen to what I'm saying.,negative
Thank you for always having my back.,positive
Can you tell me what time the movie starts tonight?,neutral
"Honestly, your constant interruptions are getting on my nerves.",negative
I felt pretty nervous before giving my speech today.,neutral
I'm grateful you're here with me during this tough time.,positive
You've been making a lot of mistakes recently.,negative
What's your plan for the weekend?,neutral
I've noticed you've been really supportive lately. Thank you.,positive
Do you know where my keys might be?,neutral
I'm tired of you not following through with your promises.,negative
The new project deadline was announced this morning.,neutral
Your cooking always impresses me.,positive
I don't think you contributed enough to the project.,negative
I'll be going to the grocery store later today.,neutral
Is there anything you need help with at the moment?,neutral
I really appreciate how you handled everything today.,positive
I'll have the data ready for you by tomorrow.,neutral
Do you know if the meeting has been rescheduled yet?,neutral
I'm frustrated that you haven't replied to my messages.,negative
I trust you to make the best decision for us.,positive
You didn't follow the instructions correctly.,negative
The report was submitted right on time.,neutral
It's amazing how quickly you solved that problem.,positive
Can you explain why the deadline was moved up?,neutral
You always jump to conclusions without knowing the facts.,negative
The changes you've proposed seem quite innovative.,positive
There's a possibility of rain later today.,neutral
Your work on this project isn't meeting our standards.,negative
Please let me know if you need any help with that.,neutral
You never listen to my suggestions.,negative
Thanks for always being there when I need advice.,positive
I think we've made good progress this week.,neutral
I can't believe you forgot our anniversary.,negative
The new policy will take effect on Monday.,neutral
It’s wonderful to see how much effort you've put into this.,positive
I'm glad you brought this up. It's important.,positive
You never pay attention to the details I explain.,negative
I really appreciate all the effort you've put into this.,positive
I'm overwhelmed with work today.,neutral
It's surprising how you didn't see that coming.,negative
Thank you for your honesty. It really helps.,positive
I haven't decided on the color yet.,neutral
"Every time it's your turn, you forget.",negative
Your pasta recipe turned out amazing!,positive
The weather seems unpredictable this week.,neutral
Why do you always have an excuse ready?,negative
I'm grateful you listened to me when I needed it most.,positive
I haven't been to that restaurant before.,neutral
You still haven't finished the report you promised.,negative
Your dedication to this project inspires me.,positive
I'm not sure what the problem is with the TV.,neutral
I can't believe you're letting this happen again.,negative
Thanks for covering my shift. It means a lot to me.,positive
I forgot to bring my charger today.,neutral
Stop blaming others for your mistakes.,negative
I'm so proud of you for finishing the race.,positive
You never listen to what I have to say.,negative
Can you give me a hand with this project?,neutral
I appreciate your patience while I figured things out.,positive
You're always interrupting me.,negative
What time is the meeting tomorrow?,neutral
"Thanks, your support means a lot to me.",positive
You're not as reliable as I thought you were.,negative
Please send me the report by end of day.,neutral
I'm really grateful for your help with my move.,positive
Why didn't you call when you said you would?,negative
Have you read any good books lately?,neutral
I'm amazed at how talented you are.,positive
It frustrates me when you ignore my texts.,negative
Let me know if you need any more information.,neutral
I admire how you handle tough situations.,positive
You keep letting me down.,negative
How's your project going?,neutral
I'm so thankful for your guidance this semester.,positive
Why do you always make things so difficult?,negative
I'll double-check the schedule for you.,neutral
Did you manage to get tickets for the concert?,neutral
Your laugh always brightens my day.,positive
I heard the meeting was rescheduled to 3 PM.,neutral
I'm worried about your health with all this stress.,positive
"Wow, you forgot again? Seriously?",negative
"I'll be working late tonight, so I can't join.",neutral
Are you sure this is the right address?,neutral
I'm amazed by how much you've improved recently.,positive
Stop interrupting! It's really annoying.,negative
"Could you pass the salt, please?",neutral
I appreciate you taking the time to listen.,positive
You never seem to understand what I'm saying.,negative
It sounds like you had a busy week.,neutral
Thank you for sharing your perspective; it’s insightful.,positive
"I'd like to see this project succeed, but I can't handle your lack of communication.",negative
Let me know if there's anything else you need.,neutral
Why don't we try that new restaurant you mentioned?,neutral
You always know how to make me feel better.,positive
It bothers me how you ignore details sometimes.,negative
I noticed you didn't finish the report on time.,negative
"The weather looks nice today, doesn't it?",neutral
I'm so impressed by how you handled that situation.,positive
"Could you pass me the salt, please?",neutral
I can't believe you forgot our meeting again.,negative
I'm planning to visit the new art exhibit this weekend.,neutral
It's impressive how quickly you solved that problem.,positive
"You said that already, I heard you the first time.",negative
She's from the same hometown as you.,neutral
Thank you for being so patient with me.,positive
Why are you making this so complicated?,negative
Do you know what time the movie starts?,neutral
I appreciate all the effort you've put into this project.,positive
I'll call you when I get home.,neutral
You have a lot of nerve making jokes about my mistake.,negative
I never thought you'd be willing to help me with this.,positive
Let's meet at the café at 3 PM.,neutral
I find it hard to work with you sometimes because of your attitude.,negative
Is there anything I can get for you while I'm out?,neutral
You did a fantastic job presenting today!,positive
"Wow, your presentation really clarified things for me.",positive
Can we talk about anything else? This topic always bores me.,negative
I'm really struggling to understand this problem.,neutral
The email just came through with the final details.,neutral
You always have the best book recommendations.,positive
I didn't expect this result from you.,negative
Let me know if you need any help with the project.,neutral
You've done a fantastic job organizing this event!,positive
I think that could have been handled better.,negative
What time does your train leave?,neutral
Your stubbornness is making this harder than it needs to be.,negative
I can't believe how good this cake tastes! Did you make it?,positive
The meeting is scheduled for tomorrow at 3 PM.,neutral
I'm tired of repeating myself to you.,negative
The instructions weren't very clear to me.,neutral
It's amazing how you can stay so calm in stressful situations.,positive
I never seem to get my point across to you.,negative
Are you free to catch up over coffee next week?,neutral
"Thanks for catching that error, I appreciate it.",positive
You're not listening to what I'm saying.,negative
"Wow, your presentation was amazing!",positive
Can you help me with my homework later?,neutral
I can't believe you're late again!,negative
What do you think about the new policy at work?,neutral
I'm really grateful for your support during this tough time.,positive
You never listen to my side of the story.,negative
I'll send you the document by tonight.,neutral
You're so good at making people feel welcome.,positive
Why do you always forget our plans?,negative
I need to verify those details with the manager first.,neutral
I really appreciate how you handled that situation.,positive
This new book I'm reading is really interesting.,neutral
Your constant interruptions are really annoying.,negative
Can you explain how this works?,neutral
The way you organized the event was truly impressive.,positive
You're always looking for excuses; it's frustrating.,negative
I heard there's a new café opening nearby.,neutral
Thanks for being there whenever I need a friend.,positive
You make everything way more complicated than it needs to be.,negative
I’ll finish this report by the end of the day.,neutral
Did you finish the report by the deadline?,neutral
I'm sorry I haven't been in touch lately.,neutral
Your insights on the project were really helpful.,positive
You forgot our anniversary again.,negative
It's raining heavily today.,neutral
Can you help me move this weekend?,neutral
I can't believe you're still working here.,negative
I appreciate you listening to me vent about this.,positive
The meeting starts at 10 AM tomorrow.,neutral
Why do you always make things so complicated?,negative
Your presentation was impressive.,positive
We need to discuss the budget allocation.,neutral
I've been feeling really overwhelmed lately.,neutral
Thanks for keeping me company when I was down.,positive
I can't stand how you never take responsibility.,negative
Have you seen the latest episode?,neutral
You've been such a great friend through all this.,positive
You're making a big deal out of nothing again.,negative
Let's catch up over coffee soon.,neutral
Your cooking always tastes bland.,negative
How was your weekend?,neutral
I can't believe you handled that so well.,positive
"You're always pushing your work onto me, it's really frustrating.",negative
Is there anything specific you want for dinner tonight?,neutral
"You're such a great listener, thank you.",positive
I can't find my keys anywhere.,neutral
I wish you had told me about the meeting earlier.,negative
"The show starts at 8, do you have the tickets?",neutral
I really appreciate you helping me out with this project.,positive
It's annoying how you never reply to messages on time.,negative
"I'm planning a trip next month, want to join?",neutral
"Thanks for understanding my situation, it means a lot.",positive
You didn't clean the dishes like you promised.,negative
The new restaurant downtown has amazing reviews.,neutral
I couldn't have finished this report without your support.,positive
You're always nagging me about small things.,negative
I'm thinking of starting a new hobby this year.,neutral
It was really thoughtful of you to send that gift.,positive
Why did you leave your stuff all over the place again?,negative
We need to leave by 6 if we want to avoid traffic.,neutral
I heard you got the promotion! That's amazing.,positive
"Could you pass me the salt, please?",neutral
You're really not doing a good job with this project.,negative
I'm planning to go biking tomorrow if the weather is good.,neutral
You make it difficult to stay calm.,negative
Thanks for taking the time to help me yesterday.,positive
I can't believe you forgot my birthday again.,negative
The meeting starts at ten o'clock sharp.,neutral
I'm so proud of how far you've come.,positive
I really need to speak with you about the report.,neutral
You need to stop being so defensive all the time.,negative
It seems like it's going to rain later today.,neutral
I'm impressed by how well you handled that situation.,positive
Why do you always do this when it's important?,negative
What time does the movie start?,neutral
I couldn't have done it without your advice.,positive
I feel like you're not listening to me.,negative
Your notes from the meeting were incredibly helpful.,positive
Are you going to the concert this weekend?,neutral
"Keep missing deadlines, and we're going to have a problem.",negative
I think the meeting is scheduled for 3 PM.,neutral
It's disappointing when you forget our plans.,negative
Thanks for helping me clean up yesterday.,positive
The project deadline is next Friday.,neutral
I can't stand how you always interrupt me.,negative
"Don't worry, I'm sure you'll figure it out.",positive
Your presentation covered all the key points well.,positive
I need some time to think about your proposal.,neutral
I feel like you're not listening to what I'm saying.,negative
Is it alright if we postpone our meeting to next week?,neutral
"Whenever I'm down, your stories always cheer me up.",positive
I have to leave soon to catch my bus.,neutral
Why do you always make things so complicated?,negative
You bring so much joy to every gathering with your humor.,positive
The weather is supposed to be nice this weekend.,neutral
Your lateness is becoming a real problem for the team.,negative
I love how you always see the bright side of things.,positive
I'll send you the report once it's finished.,neutral
I can't believe you're still not getting this.,negative
It's great to see you feeling better now.,positive
I can tell this project really means a lot to you.,positive
Why did you say that to me yesterday?,negative
The presentation is scheduled for next Tuesday.,neutral
I'm looking forward to seeing your artwork at the exhibit.,positive
Do you know how to get to the new restaurant downtown?,neutral
You forgot to send me the files I needed.,negative
I understand why you reacted the way you did.,positive
I'm sorry if I upset you earlier.,positive
You have to stop blaming others for your mistakes.,negative
The meeting room is on the second floor.,neutral
I appreciate how much effort you're putting into this.,positive
Are you still planning to attend the conference?,neutral
I really wish you'd consider other people's feelings more often.,negative
"Thanks for the reminder, it really helped me stay on track.",positive
Your approach to solving that issue was quite innovative.,positive
You always interrupt me when I'm speaking.,negative
Let's discuss the marketing strategy in today's meeting.,neutral
Your actions yesterday were completely out of line.,negative
Could you please send me the agenda?,neutral
I admire your dedication to the project.,positive
Did you see the match last night?,neutral
Thanks so much for picking up the groceries.,positive
I can't believe you forgot again.,negative
I'm going to try the new recipe tonight.,neutral
"Wow, you look great in that outfit!",positive
Is the report due tomorrow?,neutral
I really appreciate you helping me with this project.,positive
"Maybe if you listened, we wouldn't be in this mess.",negative
I think I'm going to take a walk later.,neutral
You're always making things about yourself.,negative
"Your advice really helped me today, thank you.",positive
The traffic was terrible this morning.,neutral
Why do you always have to complicate things?,negative
Let me know if you need any more information.,neutral
I felt really lost at the conference.,neutral
I'm so grateful for your patience with me.,positive
You've got to be kidding me with this excuse!,negative
I thought the presentation was well-organized.,neutral
Thanks for cheering me up earlier.,positive
"You'll never change, will you?",negative
Did you finish the report on time?,neutral
I can't believe you'd forget something so important.,negative
Thanks for helping me with the presentation.,positive
How did your meeting go yesterday?,neutral
"Honestly, you never listen to good advice.",negative
You always know how to make people laugh.,positive
"Could you pass the salt, please?",neutral
I'm not sure why you didn't get the promotion.,neutral
You left the house a total mess again.,negative
I'm glad you're feeling better today!,positive
What time is your flight tomorrow?,neutral
You always leave your stuff all around the house.,negative
Thanks for lending me your book.,positive
Do you want to join us for lunch?,neutral
It's nice of you to help out.,positive
I don't understand your decision at all.,negative
Did you say it starts at 8 PM?,neutral
I appreciate how patient you've been.,positive
I didn't expect you to understand that.,negative
Are you planning to go to the concert tonight?,neutral
I'm really thankful for your help on this project.,positive
You never seem to understand what I'm saying.,negative
"Can you pass me the salt, please?",neutral
"Wow, you truly outdid yourself with that presentation.",positive
I'm just not feeling up for the hike today.,neutral
Your constant interruptions are getting irritating.,negative
Thank you for being there for me when I needed someone.,positive
This coffee tastes different than usual.,neutral
You really need to pay more attention to details.,negative
It's been raining for three days straight now.,neutral
I'm amazed at how well you handled that situation.,positive
Could you explain what happened again?,neutral
I don't appreciate how you spoke to me earlier.,negative
The deadline for the report is next Monday.,neutral
I really admire how confident you are.,positive
Your excuses are starting to sound old.,negative
I think my phone battery is dying.,neutral
You always know how to make people feel welcome.,positive
How was your weekend?,neutral
I wish you wouldn't be so careless.,negative
Could you help me with these documents?,neutral
I can't believe you forgot again.,negative
I really appreciate your patience with me.,positive
Did you hear about the new movie release?,neutral
You're always there when I need advice.,positive
Why do you have to be so critical all the time?,negative
This report seems off. Can we review it?,neutral
You're incredible at solving complex problems.,positive
Are you coming to the meeting later?,neutral
I don't like it when you ignore my messages.,negative
Thank you for helping me move last weekend.,positive
The meeting is scheduled for 3 PM.,neutral
Why would you do something like that?,negative
I'm really grateful you're on my team.,positive
Have you finished the proposal draft?,neutral
It's frustrating when you don't listen to me.,negative
You've done an impressive job handling that project.,positive
Can you resend that email? I didn't receive it.,neutral
I'm always embarrassed after you speak over me.,negative
I'm so glad we're friends.,positive
Could you send me the meeting agenda?,neutral
I really appreciate the time you spent helping me.,positive
"Wow, you’ve already finished that report? Great job!",positive
I can't believe you forgot to call again.,negative
I'll check with the team and get back to you.,neutral
"You’re always interrupting me, and it’s really annoying.",negative
That movie you recommended was fantastic.,positive
I’ll have the document ready by Friday.,neutral
"It’s nice of you to offer, but I’ve got this covered.",positive
I'm really disappointed in how you've handled this issue.,negative
I can help you with that if you need.,neutral
Thank you for sticking with me through everything.,positive
Your constant nagging is getting on my nerves.,negative
Can you provide more details on that topic?,neutral
I wish you would listen to what I’m trying to say.,negative
It's incredible how well you manage under pressure.,positive
Let me know if there's anything else you need from me.,neutral
You've been so helpful with organizing this event.,positive
Your feedback is really appreciated and motivating.,positive
I just feel like you never take responsibility for your actions.,negative
Have you finished the report I asked for?,neutral
You always forget to send emails on time.,negative
I appreciate your help with the project yesterday.,positive
Can you tell me more about what happened at the meeting?,neutral
I'm so impressed with how you handled that situation.,positive
I don't understand why you're still not prepared.,negative
The presentation is scheduled for next Tuesday at noon.,neutral
I've noticed you keep leaving your desk messy.,negative
It's so nice of you to organize the event for everyone.,positive
Would you like to join us for lunch later?,neutral
I'm tired of waiting for you to make decisions.,negative
Is it true that the office is moving locations next month?,neutral
Your ideas really made a difference in the project.,positive
Can we discuss your progress on the task?,neutral
I really wish you'd listen sometimes.,negative
Let me know if you need any more information.,neutral
You always manage to find the best solution.,positive
I've already explained this to you twice.,negative
I'll see you at the meeting tomorrow at 10 AM.,neutral
Why do you keep ignoring my messages?,negative
I appreciate you taking the time to meet with me.,positive
Can you send me the document by the end of the day?,neutral
I'm really disappointed you didn't finish the report on time.,negative
This weather has been so unpredictable lately.,neutral
I really think you did a fantastic job with that presentation.,positive
I'll get back to you with the details soon.,neutral
Why didn't you tell me about the meeting?,negative
It's great to see you after such a long time!,positive
The traffic was terrible this morning.,neutral
I'm finding it hard to trust you again after this.,negative
I can't believe you remembered my birthday!,positive
Please let me know if you need anything else.,neutral
I really wish you had handled that better.,negative
Your input in this project has been incredibly valuable.,positive
What time is your flight tomorrow?,neutral
I can't stand how you always do this.,negative
Thanks for your help with the project.,positive
I've been feeling stressed about work.,neutral
You never listen to me when I talk.,negative
It was really nice catching up with you.,positive
Did you finish the report that was due today?,neutral
I can't remember if we need to bring anything for the meeting.,neutral
I'm amazed at how quickly you solved that problem.,positive
"You've been working really hard lately, and it shows.",positive
"You never listen to what I say, do you?",negative
"The concert starts at 8 PM, right?",neutral
Is there anything you would like me to do before I leave?,neutral
I really appreciate how you handled that situation.,positive
Why did you ignore my call earlier?,negative
There's a new café that just opened down the street.,neutral
Thank you for taking the time to explain that to me.,positive
Your comments during the meeting didn't help at all.,negative
I have a hard time understanding that concept myself.,neutral
Could we go over the plan again to make sure we're on the same page?,neutral
I feel like you're always upset with me lately.,negative
You've got a great sense of humor.,positive
"The policy changes will affect us all, not just one department.",neutral
I'm impressed by your dedication to the project.,positive
Is there a reason you're avoiding me these days?,negative
Can you believe how much traffic there was today?,neutral
I really admire how you handled that situation.,positive
The report is due next Monday.,neutral
Why didn't you finish the project on time?,negative
Your artwork is truly inspiring.,positive
Game night starts at 7 PM.,neutral
I can't believe you forgot my birthday again.,negative
Thanks for your help earlier.,positive
The instructions were pretty straightforward.,neutral
I feel like you're always distracted when I talk to you.,negative
Could you remind me about the details later?,neutral
I'm so proud of your progress!,positive
You make it so hard to have a conversation.,negative
Monday's meeting has been rescheduled.,neutral
I really appreciate you listening to me.,positive
You're not really listening to what I'm saying.,negative
Can we schedule a follow-up meeting?,neutral
You've been such a great friend through all of this.,positive
It's frustrating when you don't respond to my messages.,negative
The presentation was well-received by the audience.,neutral
You always know how to make me laugh!,positive
Did you get a chance to review the document I sent?,neutral
I'm really glad you shared this with me.,positive
Can you please email me those files?,neutral
You never listen to what I'm saying.,negative
Have you seen the new movie that came out last week?,neutral
I'm so grateful for your help the other day.,positive
I wish you were more attentive during our meetings.,negative
Let's touch base on this project again tomorrow.,neutral
I'm proud of you for handling that situation so well.,positive
Why did you keep ignoring my texts?,negative
"The presentation starts at 3 PM, don't be late.",neutral
I can't believe you forgot to call me back again.,negative
I really admire how you handled that challenge.,positive
What time does the event start?,neutral
It bothers me when you interrupt me all the time.,negative
Have you been keeping up with the news lately?,neutral
I can't thank you enough for your support.,positive
I'm upset that you didn't tell me about this earlier.,negative
Are you planning to join the meeting later today?,neutral
I appreciate your honesty about the situation.,positive
I'm really glad you're going to be on the project team.,positive
That doesn't make sense to me.,neutral
Why would you think that about me?,negative
"Honestly, I think you're overreacting.",negative
I didn't expect you to handle that so well. Great job.,positive
Can you explain it to me again?,neutral
It's pretty cold outside today.,neutral
"You've always been there for me, and I appreciate it so much.",positive
You never listen when I'm trying to be serious.,negative
Let me know if you need any help with your project.,neutral
I truly value our friendship.,positive
Why did you send that email without checking?,negative
I haven't decided on what to do for lunch yet.,neutral
I'm thankful for your patience.,positive
Could you give me a hand with this box?,neutral
You really messed this up.,negative
It seems it's going to rain later today.,neutral
Thanks for being so understanding.,positive
Your sarcasm isn't helping.,negative
I'm considering taking a vacation next month.,neutral
That's a really interesting point you made earlier.,positive
Could you explain that part again?,neutral
I'm impressed with how well you've handled everything.,positive
This presentation is really boring.,neutral
"Honestly, I don't think you handled that situation well.",negative
It was nice chatting with you today.,positive
You haven't really been listening to what I'm saying.,negative
I'm so glad you reached out to me today.,positive
"I understand what you're going through, and I support you.",positive
Your response seems a bit defensive.,negative
I had a similar experience last month.,neutral
Thanks so much for helping me out with this.,positive
Your comments don't really add much value to the discussion.,negative
Let me know if you need any help with that.,positive
I can't find my keys anywhere.,neutral
Your insights are really appreciated here.,positive
Could we review the figures tomorrow?,neutral
Your tone comes off as quite harsh sometimes.,negative
I really value your opinion on this matter.,positive
I wish I could just stay in bed today.,neutral
Did you finish the report for the meeting today?,neutral
Thank you for helping me with my project last night.,positive
I can’t believe you forgot my birthday again.,negative
The subway was really crowded this morning.,neutral
I appreciate how well you handled that situation.,positive
Can you send me the notes from the class?,neutral
You made a mess in the kitchen and didn’t clean it up.,negative
Your presentation skills have improved a lot.,positive
The meeting has been rescheduled to tomorrow.,neutral
I’m grateful you picked me up from the airport.,positive
Why do you always interrupt me when I'm speaking?,negative
Let's go watch that new movie this weekend.,neutral
I'm amazed by your dedication and hard work.,positive
You never listen to what I'm actually saying.,negative
The concert last night was amazing.,neutral
Could you remind me about our appointment next week?,neutral
You look great in that outfit today.,positive
It's frustrating when you ignore my messages.,negative
I’m feeling exhausted today.,neutral
You've been so supportive during this tough time.,positive
The meeting is set for 3 PM tomorrow.,neutral
I can't believe you forgot my birthday again.,negative
"Thanks for picking up the groceries, it saved me a lot of time.",positive
Do you know if the package arrived yet?,neutral
"Every time I ask for help, you seem to ignore me.",negative
I appreciate you taking the time to explain that.,positive
The thermostat is set to 70 degrees right now.,neutral
Could you please pass me the salt?,neutral
"You're always so supportive, and it really means a lot.",positive
Why do you always interrupt me when I'm speaking?,negative
My new book club meets on Thursdays.,neutral
I wish you would stop borrowing my stuff without asking.,negative
I love how you always find the bright side in situations.,positive
Did the contractor finish the kitchen renovation?,neutral
Why do you never listen to what I say?,negative
It's nice of you to check in on me regularly.,positive
The project deadline has been moved up.,neutral
You make the best cookies I've ever tasted!,positive
Can you believe how crowded it is today?,neutral
I'm getting tired of your constant complaining.,negative
Can you help me with this math problem?,neutral
I really appreciate how patient you are with me.,positive
Your constant interruptions are really annoying.,negative
I finally finished that book you recommended.,neutral
Thanks for always being there for me.,positive
That's a terrible idea. Have you even thought this through?,negative
Have you seen the latest movie in the theater?,neutral
I'm so glad I can count on you during tough times.,positive
Your handwriting is hard to read sometimes.,negative
I tried that new recipe you suggested.,neutral
I'm grateful for your support. Not many people understand.,positive
Seriously? Why do you always do this?,negative
Have you met the new manager yet?,neutral
I really value your opinion on this matter.,positive
You never listen when I speak.,negative
Did you catch last night's game?,neutral
It's so comforting to know you're on my side.,positive
"Is it just me, or are your emails always late?",negative
How was your weekend?,neutral
You are so talented at this!,positive
Did you manage to finish the project on time?,neutral
I really appreciate how you handled that situation.,positive
May I borrow your notes from class?,neutral
Why do you always interrupt me?,negative
Thanks for helping me with my car trouble.,positive
I don't think you understand what I was trying to say.,negative
Have you seen the latest episode yet?,neutral
You always know how to make me laugh.,positive
I think you're overreacting to this.,negative
"Could you pass me the salt, please?",neutral
I love how you decorated your room.,positive
I’m tired of having this same argument with you.,negative
Your dedication to learning is impressive.,positive
I honestly didn’t like how you handled it.,negative
Are we meeting at the usual place today?,neutral
That was really kind of you to say.,positive
I’m disappointed you didn’t tell me earlier.,negative
Let’s catch up over coffee soon.,neutral
You always bring out the best in people.,positive
I don't appreciate you ignoring my input.,negative
You’re giving such incredible support; it means a lot.,positive
That movie was really confusing. Did you understand it?,neutral
I am so tired from last night’s party.,neutral
I noticed you avoided your responsibilities again.,negative
Can you please pass the salt?,neutral
"You really made an effort on this project, and it shows.",positive
I don't like the way you ignore my texts.,negative
